"gene_id","log2fc","pvalue","padj"
"ENSG00000162408",-0.475237355636701,0.000174253970568677,0.000852779360155057
"ENSG00000204859",-0.554318989748532,1.10015737176574e-08,7.57763415932798e-07
"ENSG00000162413",-0.913509407150294,2.83461573317197e-06,3.60567693220334e-05
"ENSG00000116273",-0.274755275448825,0.0312395103321923,0.0573341110112379
"ENSG00000041988",-0.424958952417131,0.0058381808841462,0.014619086694021
"ENSG00000007923",-0.256496726963034,0.00964066516218291,0.0220029245555073
"ENSG00000171735",-0.0596345119929132,0.472929472945552,0.552925400398058
"ENSG00000049245",-0.273278680713364,0.0326741084005481,0.0594053245528008
"ENSG00000049246",-0.950579814100817,2.06088023476453e-05,0.000160287297549018
"ENSG00000049247",0.647224787846353,0.378100740680252,0.459530203633042
"ENSG00000049249",-0.728285375808247,0.00103639506251445,0.00357625450033701
"ENSG00000116288",0.269501763587746,0.0128236463286185,0.0277040643119162
"ENSG00000116285",-1.63767731751908,0.0158637733240804,0.0330497023696632
"ENSG00000162426",-0.255783974960494,0.257826388109485,0.334927987123283
"ENSG00000142599",-0.396096346000786,2.55462577153052e-05,0.000189085463605588
"ENSG00000232912",-0.274381718862911,0.153609350247353,0.216831956457088
"ENSG00000074800",0.263770924188579,0.0767364452198258,0.120951728835047
"ENSG00000232208",-0.775800821957921,0.0368892364134928,0.0657090825465863
"ENSG00000131686",-0.536929804299354,0.268172243771069,0.346144091734949
"ENSG00000142583",1.59281894426763,0.0105921570451794,0.0237443830906639
"ENSG00000180758",-0.687715355858012,0.000249981627325304,0.00113336022069618
"ENSG00000049239",-0.802056651002861,9.81317185461685e-06,9.1479408784203e-05
"ENSG00000171621",0.472764713360953,0.0297471119355943,0.0551223210244513
"ENSG00000171612",-0.306233270527868,0.106823628345761,0.159648388279107
"ENSG00000188807",-0.397550902154478,0.00960773904425149,0.0219436530473471
"ENSG00000171608",-0.809408769993297,7.61231671726094e-11,3.53144328180461e-08
"ENSG00000179840",-0.555520612440542,0.022876023675135,0.0445296213041965
"ENSG00000171603",-0.41081811040111,0.000124434869513381,0.000654288131504341
"ENSG00000178585",-0.236972109247598,0.0266652133939009,0.05032189648983
"ENSG00000162441",0.158956991983539,0.212882549943298,0.285526909885684
"ENSG00000228150",-0.0406935102403429,0.800431246864348,0.84308527925151
"ENSG00000173614",-0.393077084039042,0.0239507409083138,0.0461648022805802
"ENSG00000162444",-0.324195771334302,0.135121251603441,0.194938946450295
"ENSG00000130939",-0.463931057248257,7.9487180439199e-06,7.7249001667744e-05
"ENSG00000054523",-0.0378561757856479,0.755872642498773,0.806437986345586
"ENSG00000142657",0.387943416642533,0.15952122188667,0.223695611025822
"ENSG00000160049",-0.192545957024941,0.0369326120632662,0.0657654367051863
"ENSG00000142655",-0.151733206467121,0.0994537538157892,0.150471883051677
"ENSG00000130940",-0.203743313812684,0.0754655902142156,0.119318239219008
"ENSG00000175262",-0.694068305349311,0.0111439490703412,0.0246803578610631
"ENSG00000120948",-0.515901631422606,7.36476551390616e-05,0.000434909945529172
"ENSG00000271895",-0.400727770368382,0.00940804092628135,0.0215718897412757
"ENSG00000116649",0.32240353402958,0.0213372932226501,0.0421112520021097
"ENSG00000171824",-0.310011610585492,0.00223692707934377,0.00666598352965981
"ENSG00000198793",-0.584039415478342,2.38154040064834e-06,3.16001335189083e-05
"ENSG00000120942",-0.442906420486288,0.000174879564971358,0.000854700611961399
"ENSG00000204624",-0.254929356196739,0.496781021730942,0.57577537333839
"ENSG00000116661",-0.285144155585598,0.141357849249872,0.202546998202964
"ENSG00000132879",-0.303200245200886,0.02028718464493,0.040448712350459
"ENSG00000116663",0.197543955494234,0.391220351534979,0.472670900403004
"ENSG00000116670",0.199902445660741,0.0762795056913174,0.120368823935706
"ENSG00000162490",0.19726123141947,0.594315369907109,0.66743972268216
"ENSG00000177674",0.0840197858983386,0.556167068139768,0.63247463343681
"ENSG00000177000",-0.483933809225489,0.00010710319047569,0.00058232975641953
"ENSG00000011021",-0.322370618862528,0.00112238287112907,0.00382031614724188
"ENSG00000285646",-0.779744052885697,0.0613760543142432,0.100444542923694
"ENSG00000116685",-0.136423490841068,0.19449343372562,0.264232982786753
"ENSG00000083444",0.100688376438967,0.547066622805808,0.624060305309613
"ENSG00000116688",-0.214027428206045,0.0467840586897039,0.080009211505226
"ENSG00000116691",-0.0117335725084925,0.90501338039674,0.927174334177564
"ENSG00000120949",-1.31687619903849,2.49309843936843e-08,1.28818588503638e-06
"ENSG00000028137",-0.468317879917733,0.000318241150871354,0.00136923558993286
"ENSG00000048707",-0.49060173785101,1.7789085474222e-05,0.00014440928727993
"ENSG00000162496",-0.698041492550739,0.000434819577519789,0.00175406884813801
"ENSG00000116731",-0.636725479663362,1.85701253483507e-05,0.000149137773482452
"ENSG00000171729",0.0122214689261234,0.966889285556563,0.975610587326232
"ENSG00000142621",0.321223022767331,0.201016971941932,0.271808032442357
"ENSG00000228140",-0.649502752915867,0.0048629973873935,0.0125868699509897
"ENSG00000142634",-0.182619889031583,0.0716044654657118,0.114186354644694
"ENSG00000132906",-0.27972511147608,0.00507697269338472,0.0130369999783511
"ENSG00000116138",-0.572401567554342,4.02070540360163e-05,0.00027067258357238
"ENSG00000116771",0.191925469460826,0.336927891269489,0.41759890216829
"ENSG00000197312",-0.4856580468263,2.82454657749366e-06,3.59576861717575e-05
"ENSG00000116786",-0.218029773385209,0.0247931412804506,0.0474474905868172
"ENSG00000237938",0.0291642006856723,0.888432776585308,0.913569997071521
"ENSG00000162461",0.0874628412503394,0.712066843338233,0.770120016454604
"ENSG00000233954",0.658151210989378,0.000233534391447232,0.00107611392237721
"ENSG00000179743",-0.187089715267476,0.172182326183266,0.238419087954408
"ENSG00000065526",-0.45103150884446,3.47989416786036e-07,7.89074264306274e-06
"ENSG00000116809",-0.425588948375053,3.45653980732799e-06,4.16819590068687e-05
"ENSG00000142627",-0.965151784913082,0.00548516162973711,0.0138783212040172
"ENSG00000142632",-0.351086866563993,0.0126738882796337,0.0274444316082732
"ENSG00000237276",0.443606651475615,0.16290470736755,0.227691267107521
"ENSG00000288398",-0.818632662003588,0.000431666291350432,0.00174402469607335
"ENSG00000132881",-0.0340749714676595,0.820617188220561,0.8600966781715
"ENSG00000037637",-0.639725562485404,8.04923151590662e-12,1.12768368976553e-08
"ENSG00000055070",-0.0151222907585276,0.826235152159808,0.864668183604233
"ENSG00000226457",-0.91750341164301,0.0241709115378918,0.0464936326447766
"ENSG00000157191",-0.559661003850279,1.0412403835258e-06,1.7301389017133e-05
"ENSG00000080947",-0.548454773649465,0.00137009201288252,0.00448629049599254
"ENSG00000206652",-0.066082417003116,0.863979073281028,0.89507375590097
"ENSG00000219481",-0.32483275975455,0.0966151102936869,0.146826296816873
"ENSG00000215908",-0.218170250364864,0.130199935765984,0.188840789594195
"ENSG00000186301",-0.44766850351881,0.0552058234773741,0.0917170269337077
"ENSG00000058453",-0.548432959316956,0.000225887561411646,0.00104861728479442
"ENSG00000238142",-0.253262849091149,0.212004885182674,0.284519106099406
"ENSG00000272426",-0.115221908668623,0.743320021794295,0.796223205688382
"ENSG00000159363",-0.222523999098628,0.00999953061684815,0.022625533842999
"ENSG00000117118",0.123826458427788,0.217433347226572,0.290322203149472
"ENSG00000117115",-0.545032789676476,0.106472173247205,0.159198558027128
"ENSG00000159339",0.100856008121332,0.678272319804964,0.741758947534057
"ENSG00000276747",-0.121845566323639,0.793708088790078,0.837457869053843
"ENSG00000179051",-0.3105175120554,0.0034265462868774,0.0094372122547437
"ENSG00000074964",-1.04323751025411,3.68742625005234e-06,4.38625748431942e-05
"ENSG00000159423",0.156829827036202,0.355492635683338,0.436322880914582
"ENSG00000169991",-0.666615389677636,7.18201248573701e-05,0.000426192185618999
"ENSG00000127481",-0.372265667490642,9.51263146335094e-05,0.000529438024246416
"ENSG00000230424",-0.506718189500196,0.00736468222900361,0.0176287643317988
"ENSG00000127463",-0.360927324672233,0.000284486555179093,0.00125797769409583
"ENSG00000053372",0.173984373764024,0.171900670306393,0.238133609058734
"ENSG00000053371",-0.172686926672447,0.0476697718404935,0.0812332877312127
"ENSG00000040487",-0.260096797263984,0.0183324278108652,0.0372193826568125
"ENSG00000077549",-0.0527328766743428,0.450591525993067,0.531695978116903
"ENSG00000173436",-0.258182879083225,0.0451837663186864,0.0778038805834761
"ENSG00000158747",-0.557237605862956,0.185463270962546,0.254021550268517
"ENSG00000226396",-0.424911659514211,0.0158859282470654,0.0330827497017379
"ENSG00000158748",-1.41503749927884,0.000479595164840768,0.00189971233928514
"ENSG00000162542",-0.564826368818089,2.37671094035761e-05,0.000178258971289874
"ENSG00000169914",-0.531018808382039,0.000289530237318888,0.00127634444752119
"ENSG00000117215",0.774872610942313,0.0766291988347625,0.120794758466991
"ENSG00000162543",0.517206839344208,0.0113479919608314,0.0250237940650423
"ENSG00000162545",-0.387139212028311,0.151171482608938,0.214114287957795
"ENSG00000090432",-0.251762742528665,0.00198144359864796,0.00603769264250875
"ENSG00000158825",0.0443650962529296,0.84601493604453,0.880956987373247
"ENSG00000158828",-0.334544755941759,0.00236107849878397,0.00697019727160527
"ENSG00000117242",-0.422881618124232,0.0191538047374351,0.0386086852554076
"ENSG00000244038",0.139955678422429,0.204656405299699,0.276160961655587
"ENSG00000127483",-0.478890191531811,3.81105528134625e-06,4.49265881559599e-05
"ENSG00000075151",-0.0337523577765784,0.703387168174956,0.763192254497048
"ENSG00000117298",-0.0516285812103706,0.67321924116552,0.737511257876354
"ENSG00000231105",-0.584281443890287,0.010871665485825,0.0242099081897386
"ENSG00000142794",-0.524695751951504,0.0225018899780424,0.0439750106088046
"ENSG00000162551",2.56306229858606,0.310186663489508,0.390624690077446
"ENSG00000076864",4.80018088916987,0.0479048676546271,0.0815810275876089
"ENSG00000090686",-0.0222158726066142,0.82373216165741,0.862673619668171
"ENSG00000142798",0.238648312094367,0.381150502656762,0.462518489430296
"ENSG00000218510",-0.0687928567208679,0.709951547232372,0.768570058647646
"ENSG00000070831",0.11150831521699,0.310464877271606,0.390881426341399
"ENSG00000184677",-0.968185188299575,8.76920306048979e-09,6.49373896117866e-07
"ENSG00000173372",1.33741432058321,0.00519356917275558,0.0132699399193901
"ENSG00000159189",3.10533800032775,0.00108945437314937,0.00372996827169199
"ENSG00000173369",2.50691455471282,0.000856166706067084,0.00304562865466759
"ENSG00000133216",1.06525156216018,0.0296322905754073,0.0549418266422828
"ENSG00000004487",-0.377541708506503,0.00030882975434373,0.00133859169185999
"ENSG00000169641",-0.368950859249436,0.000374543778583958,0.00155953041927123
"ENSG00000261326",-1.31293931166011,0.00125242020240931,0.00417288209814153
"ENSG00000125944",-0.21973782075645,0.0354014790093989,0.0634675526727948
"ENSG00000125945",-0.880335932636966,2.14980471951809e-07,5.65500049471802e-06
"ENSG00000249087",-0.866467510053676,0.00038021529922684,0.00157819366176446
"ENSG00000204219",-0.625390296799059,0.00739118434243947,0.0176772025221073
"ENSG00000088280",0.218197317941738,0.42508088642252,0.506412072222067
"ENSG00000007968",1.48967173883092,1.10383399668787e-05,0.000100234735922613
"ENSG00000117318",-1.26625881833391,0.00122152639216376,0.00408922408808104
"ENSG00000197880",-1.10658495439215,0.000192737005613041,0.000920325795778948
"ENSG00000142676",-0.337740030996838,0.00197530610152301,0.00602698720941998
"ENSG00000236810",-0.274114330290023,0.101815009772108,0.153369128940451
"ENSG00000011007",-0.133592917179943,0.124486389975675,0.181908822409331
"ENSG00000057757",-0.31970782048362,0.0117736633600744,0.0258032502679524
"ENSG00000011009",-0.0520069608102047,0.559511828762456,0.635665351413577
"ENSG00000117308",0.223599529236368,0.0659464446595519,0.106640688088488
"ENSG00000117305",-0.656396643497805,1.58215610485249e-06,2.37492874967427e-05
"ENSG00000179163",-0.461418489928206,0.00542804249847331,0.013773570516155
"ENSG00000188822",-0.58061389259715,0.0423579693627054,0.073718663881491
"ENSG00000229106",-0.809368405865308,0.011766531931937,0.0257947891817155
"ENSG00000189266",-0.732157178675282,7.52546637575217e-06,7.45129825139604e-05
"ENSG00000188529",-0.2165324243642,0.0392625571687537,0.0692174264248074
"ENSG00000185436",-0.549967079364952,0.0165353796679553,0.03413776747417
"ENSG00000001460",-0.335876035228494,0.0295392275308085,0.054789755252322
"ENSG00000001461",-0.720624378912079,1.21699449354596e-06,1.94682090737326e-05
"ENSG00000286061",-0.71090329758001,0.00503143006365883,0.0129441765444611
"ENSG00000117602",-0.547025876297898,0.00135324419046801,0.00444126521353556
"ENSG00000133226",-0.306887363931282,0.00207789942907591,0.00627597258825735
"ENSG00000169504",0.285627721643541,0.137135040529405,0.197374851197217
"ENSG00000020633",-0.531286413653768,0.00180653154965767,0.00560141972336357
"ENSG00000117614",-0.217562837887496,0.0399045084137878,0.0701844124900396
"ENSG00000284602",-0.398892062530157,0.0197569244071808,0.0396017243200486
"ENSG00000117616",-0.807269818625922,0.00115040997452502,0.00389721145364758
"ENSG00000261349",-0.323990320679466,0.462994235104594,0.543687319111433
"ENSG00000187010",1.48176699150518,0.00474208377978224,0.0123305122747289
"ENSG00000259984",-0.106218283444581,0.733594841350591,0.788751972230597
"ENSG00000183726",0.0946140001769213,0.279426020320408,0.358236740511566
"ENSG00000188672",1.78192370690201,0.0033781196753735,0.00932827059517967
"ENSG00000204178",-0.296971347520349,0.00407174865232936,0.0108758783391201
"ENSG00000157978",-0.667673152270205,0.000448205927211497,0.00179658248790519
"ENSG00000117643",-1.15485076157185,1.78400136117376e-08,1.03452402462477e-06
"ENSG00000233478",-0.862632252923347,0.00202949681494578,0.00615364345677427
"ENSG00000162430",-0.33828613213171,0.00913318656942459,0.0210518415548055
"ENSG00000228172",-0.203690500288354,0.283007122431701,0.362150847161709
"ENSG00000117640",-0.265456813625686,0.00591907211589147,0.0147864308653716
"ENSG00000127423",1.44621120968264,0.000573233613045479,0.00220244043455022
"ENSG00000182749",-0.0618258674976746,0.84814414728145,0.882497370213755
"ENSG00000117632",1.15461462466669,0.00204963206795275,0.00620872798306487
"ENSG00000158006",-0.899646381374105,1.29667098672169e-07,4.06659709519733e-06
"ENSG00000175087",-1.05169990642129,1.51203794406548e-07,4.54273799842759e-06
"ENSG00000142675",1.052849086169,0.00437485373897053,0.0115141945644556
"ENSG00000130695",-0.643580351163442,1.2611270038556e-08,8.42871026771796e-07
"ENSG00000142669",0.41188901933478,0.00136129737293551,0.00446397993000245
"ENSG00000158062",-0.431671687406531,0.000268689160448156,0.00120125683893106
"ENSG00000169442",-0.100879673123973,0.465324795348242,0.54585512397946
"ENSG00000176092",-0.584345040818348,0.00117888130347229,0.00397148543350456
"ENSG00000176083",-0.688448929484965,0.0592470784158557,0.0974226855089074
"ENSG00000117682",-0.277730724362995,0.00148145688438687,0.00477755457727132
"ENSG00000198830",0.243034646159362,0.0720994594131814,0.114766855719458
"ENSG00000117676",-0.411030046942504,0.000701240384039945,0.00259505178129177
"ENSG00000117713",-0.36534181950071,2.79880489374807e-06,3.56875906136527e-05
"ENSG00000060642",-0.688392985357365,1.56151028134554e-06,2.35916682640452e-05
"ENSG00000204160",-0.469181740015384,3.07000254810303e-05,0.000219793371774084
"ENSG00000142751",-0.262597858603013,0.00353912704096251,0.00969479868306732
"ENSG00000198746",-0.29407330101656,0.000308209582808467,0.00133676557411017
"ENSG00000090273",-0.125495289656002,0.131721454096745,0.19071438364861
"ENSG00000175707",-0.976814044500132,0.000404171957522772,0.00165713654432199
"ENSG00000253368",-0.469963709782437,0.236321292750866,0.311039365033329
"ENSG00000158246",-0.468235064965622,0.164075561058948,0.228976835286154
"ENSG00000090020",-0.370273614916709,2.5826392904255e-06,3.35551643557507e-05
"ENSG00000142784",-0.380103086955143,0.000763999492122845,0.0027802269395358
"ENSG00000186501",-0.254621400759211,0.0115444689160145,0.0253891394607218
"ENSG00000241547",-0.251589431428232,0.134420418170133,0.194105397399754
"ENSG00000142765",-0.385911735868429,0.00439070606433221,0.0115496152710213
"ENSG00000142733",0.219637519925245,0.377094918795254,0.458590451361414
"ENSG00000181773",0.778913776164177,0.010030022286869,0.0226815113305785
"ENSG00000158195",-0.409861772925742,8.54352315601036e-06,8.17204310125842e-05
"ENSG00000237429",-0.392866118280224,0.0587426797277256,0.096706845563659
"ENSG00000126705",-0.40821408261366,0.015506009155276,0.0324242718290028
"ENSG00000000938",-0.279483692789312,0.0563125123004009,0.0932561020562499
"ENSG00000126709",1.65949748109793,0.0685664225008952,0.110132197770532
"ENSG00000009780",-0.515657882912096,2.3662800961689e-05,0.0001777301712232
"ENSG00000117758",-0.38420591903035,0.00105281675842974,0.00362419876270456
"ENSG00000117751",-0.542818653953937,0.00244174461927444,0.00716133095571136
"ENSG00000130775",-0.350395930784497,0.0202793381916029,0.0404438306797771
"ENSG00000117748",-0.478992402426311,0.00100811283004328,0.00349164770932645
"ENSG00000158156",0.0280071338726367,0.855105296835944,0.887983135624027
"ENSG00000158161",-0.350258608899988,0.00218945762921301,0.00654554874631859
"ENSG00000228589",0.298610505419165,0.111069405303397,0.164946589760896
"ENSG00000169403",0.136543603621138,0.647778074719968,0.715304086569452
"ENSG00000126698",-0.187495813213848,0.0882352802312953,0.136177600302174
"ENSG00000130770",-0.205841840796591,0.0841875200962599,0.130736413751925
"ENSG00000270605",-0.133058137300806,0.424273293408051,0.505787607980037
"ENSG00000130766",-0.953197081748843,0.00396538477853429,0.0106479424773274
"ENSG00000130772",-0.822024865844218,0.00646143323456728,0.0158896455267898
"ENSG00000204138",-0.303102082925434,0.00684202278447163,0.0166225623796861
"ENSG00000180198",0.392602455880723,0.0139127522457843,0.0296108273070782
"ENSG00000242125",-0.168566220710541,0.253899676375611,0.330661929984405
"ENSG00000180098",-0.112147531238852,0.230865850963373,0.30482563763982
"ENSG00000197989",-1.161003091696,0.00171791938582857,0.00537847210652523
"ENSG00000120656",-0.14336468407564,0.227195608866911,0.3008358242661
"ENSG00000162419",-0.282428206869754,0.000210966684201013,0.000993306719373902
"ENSG00000198492",-0.182200254435092,0.0669129426320287,0.107982181720379
"ENSG00000159023",-0.402433382626089,0.00473750962281831,0.012322681279801
"ENSG00000225616",-0.522544788917144,0.023320060978925,0.0451825988754094
"ENSG00000116350",-0.312176614003903,0.00386797225170409,0.010434329797525
"ENSG00000116353",-0.148420689885627,0.179503574038798,0.247211199975025
"ENSG00000186056",-0.921514754868918,5.56581975668233e-06,5.98429959251196e-05
"ENSG00000162511",-0.115627162804561,0.230653182767816,0.304672360086824
"ENSG00000264773",0.263101493887045,0.380272514544029,0.461671672714207
"ENSG00000162512",-0.155259109161198,0.67733083759707,0.741089019243797
"ENSG00000134644",-0.503293659266129,2.00540750988569e-06,2.79428380330628e-05
"ENSG00000060688",-0.381034622818426,0.000719094137360093,0.00265130243772341
"ENSG00000121766",-0.203172475519657,0.0820096058297983,0.127870454008838
"ENSG00000168528",0.36447484715011,0.298287202958707,0.378236518391164
"ENSG00000162517",-0.281778018625347,0.000119397187114068,0.000633451675866194
"ENSG00000235790",-0.320009380908319,0.0228710450235798,0.0445296213041965
"ENSG00000121753",-0.799603629983203,0.00160750504210813,0.00511090042918194
"ENSG00000134668",1.8550516640889,0.00683658125895792,0.0166204371451207
"ENSG00000184007",-0.0968210794933292,0.308629568133652,0.389067629329611
"ENSG00000121774",-0.22154023733369,0.00828678497787003,0.019441835409184
"ENSG00000121775",-0.264717099730502,0.00972431752608731,0.0221410850256412
"ENSG00000025800",-0.432893527053506,7.28576225910861e-08,2.66014648409537e-06
"ENSG00000084652",-0.363571960383181,0.000207439605312771,0.000977575409201773
"ENSG00000160050",0.0385727420507061,0.803099528626584,0.84544409430869
"ENSG00000160051",-0.378541431310444,0.049375116589716,0.083552592422443
"ENSG00000160055",-0.125530882083859,0.24848620960717,0.324747119407895
"ENSG00000084623",0.0387735144587037,0.64290191115942,0.710964863262815
"ENSG00000220785",0.112124895484608,0.730827148613381,0.786365824072506
"ENSG00000182866",-0.473414380774396,0.00644387109701289,0.0158514003139714
"ENSG00000116478",-0.266785663338124,0.00253740251237464,0.00740580661545719
"ENSG00000175130",-0.662481565268016,0.000179114518052793,0.000869284090229753
"ENSG00000225828",-0.668256712981229,2.32146932109337e-05,0.000175366549816119
"ENSG00000160058",-0.440735594882024,4.70719024771473e-08,1.99587397250549e-06
"ENSG00000176261",0.0868975587873289,0.39664550321931,0.477980710694337
"ENSG00000162521",-0.616243659794707,0.000300369817126458,0.00131047085371541
"ENSG00000162522",0.208317236124725,0.342777698855704,0.423239953935892
"ENSG00000134684",0.0209199830135536,0.848702827568459,0.882903950615836
"ENSG00000116497",-0.723200594263381,1.36591880316379e-07,4.21617167951124e-06
"ENSG00000116514",-0.363489509684189,0.0178272921354144,0.0363623275380695
"ENSG00000004455",-0.250503762270046,0.0061081307254125,0.0151602747335848
"ENSG00000142920",-1.07185406062599,1.53707893727221e-05,0.000129096624481334
"ENSG00000116525",-0.625729276162305,3.0401828318592e-07,7.27660148815102e-06
"ENSG00000279179",0.372439799964811,0.0258785530098642,0.0491312489918859
"ENSG00000160094",-0.612358145894912,3.3180545735947e-07,7.69265062877443e-06
"ENSG00000225313",0.559118036145393,0.0613958739870839,0.100456132821398
